,model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
752,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,20.0,27.0,22.0,6,yes,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,1,23.0,27.0,25.0,5,No
753,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,20.0,27.0,22.0,6,yes,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,small SUV,7,22.0,28.0,24.0,5,No
754,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,20.0,27.0,22.0,6,yes,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7,26.0,32.0,28.0,6,No
755,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,18.0,23.0,20.0,6,no,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,1,23.0,27.0,25.0,5,No
756,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,18.0,23.0,20.0,6,no,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,small SUV,7,22.0,28.0,24.0,5,No
757,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,18.0,23.0,20.0,6,no,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7,26.0,32.0,28.0,6,No
758,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,19.0,25.0,21.0,6,no,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,1,23.0,27.0,25.0,5,No
759,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,19.0,25.0,21.0,6,no,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,small SUV,7,22.0,28.0,24.0,5,No
760,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,19.0,25.0,21.0,6,no,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7,26.0,32.0,28.0,6,No
761,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,20.0,26.0,22.0,6,no,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,1,23.0,27.0,25.0,5,No
762,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,20.0,26.0,22.0,6,no,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,small SUV,7,22.0,28.0,24.0,5,No
763,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,20.0,26.0,22.0,6,no,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7,26.0,32.0,28.0,6,No
764,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,20.0,27.0,22.0,6,no,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,1,23.0,27.0,25.0,5,No
765,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,20.0,27.0,22.0,6,no,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,small SUV,7,22.0,28.0,24.0,5,No
766,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,20.0,27.0,22.0,6,no,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7,26.0,32.0,28.0,6,No
767,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7,24.0,32.0,27.0,6,No
768,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7,24.0,31.0,26.0,5,No
769,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7,28.0,38.0,32.0,7,Yes
770,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7,28.0,37.0,31.0,7,Yes
771,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,25.0,22.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7,24.0,32.0,27.0,6,No
772,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,25.0,22.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7,24.0,31.0,26.0,5,No
773,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,25.0,22.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7,28.0,38.0,32.0,7,Yes
774,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,25.0,22.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7,28.0,37.0,31.0,7,Yes
775,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7,24.0,32.0,27.0,6,No
776,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7,24.0,31.0,26.0,5,No
777,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7,28.0,38.0,32.0,7,Yes
778,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7,28.0,37.0,31.0,7,Yes
779,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7,24.0,32.0,27.0,6,No
780,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7,24.0,31.0,26.0,5,No
781,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7,28.0,38.0,32.0,7,Yes
782,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7,28.0,37.0,31.0,7,Yes
783,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,9.5,20.0,27.0,22.0,6,yes,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7,25.0,34.0,29.0,6,No
784,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,9.5,20.0,27.0,22.0,6,yes,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3,20.0,28.0,23.0,5,No
785,SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,9.5,20.0,27.0,22.0,6,yes,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7,25.0,34.0,29.0,6,No
786,SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,9.5,20.0,27.0,22.0,6,yes,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3,20.0,28.0,23.0,5,No
787,SUBARU Legacy,2.5,4,Man-6,4WD,Gasoline,small car,6.0,17.0,24.0,20.0,6,no,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7,25.0,34.0,29.0,6,No
788,SUBARU Legacy,2.5,4,Man-6,4WD,Gasoline,small car,6.0,17.0,24.0,20.0,6,no,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3,20.0,28.0,23.0,5,No
789,SUBARU Legacy,2.5,4,Auto-S5,4WD,Gasoline,small car,6.0,18.0,24.0,20.0,6,no,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7,25.0,34.0,29.0,6,No
790,SUBARU Legacy,2.5,4,Auto-S5,4WD,Gasoline,small car,6.0,18.0,24.0,20.0,6,no,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3,20.0,28.0,23.0,5,No
791,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7,25.0,34.0,29.0,6,No
792,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3,20.0,28.0,23.0,5,No
793,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7,25.0,34.0,29.0,6,No
794,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3,20.0,28.0,23.0,5,No
795,SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7,25.0,34.0,29.0,6,No
796,SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3,20.0,28.0,23.0,5,No
797,SUBARU Legacy,3.0,6,Auto-S5,4WD,Gasoline,small car,6.0,17.0,24.0,20.0,6,no,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7,25.0,34.0,29.0,6,No
798,SUBARU Legacy,3.0,6,Auto-S5,4WD,Gasoline,small car,6.0,17.0,24.0,20.0,6,no,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3,20.0,28.0,23.0,5,No
799,TOYOTA 4Runner,4.7,8,Auto-L5,2WD,Gasoline,SUV,7.0,15.0,19.0,17.0,4,no,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,2WD,Gasoline,standard SUV,3,17.0,21.0,18.0,3,No
800,TOYOTA 4Runner,4.7,8,Auto-L5,2WD,Gasoline,SUV,7.0,15.0,19.0,17.0,4,no,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,4WD,Gasoline,standard SUV,3,17.0,20.0,18.0,3,No
801,TOYOTA 4Runner,4.7,8,Auto-L5,4WD,Gasoline,SUV,7.0,14.0,17.0,15.0,3,no,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,2WD,Gasoline,standard SUV,3,17.0,21.0,18.0,3,No
802,TOYOTA 4Runner,4.7,8,Auto-L5,4WD,Gasoline,SUV,7.0,14.0,17.0,15.0,3,no,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,4WD,Gasoline,standard SUV,3,17.0,20.0,18.0,3,No
803,TOYOTA 4Runner,4.0,6,Auto-L5,2WD,Gasoline,SUV,6.0,16.0,21.0,18.0,5,no,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,2WD,Gasoline,standard SUV,3,17.0,21.0,18.0,3,No
804,TOYOTA 4Runner,4.0,6,Auto-L5,2WD,Gasoline,SUV,6.0,16.0,21.0,18.0,5,no,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,4WD,Gasoline,standard SUV,3,17.0,20.0,18.0,3,No
805,TOYOTA 4Runner,4.0,6,Auto-L5,4WD,Gasoline,SUV,6.0,16.0,20.0,17.0,4,no,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,2WD,Gasoline,standard SUV,3,17.0,21.0,18.0,3,No
806,TOYOTA 4Runner,4.0,6,Auto-L5,4WD,Gasoline,SUV,6.0,16.0,20.0,17.0,4,no,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,4WD,Gasoline,standard SUV,3,17.0,20.0,18.0,3,No
807,TOYOTA Avalon,3.5,6,Auto-S6,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,6,yes,TOYOTA Avalon,3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,3,21.0,30.0,24.0,5,No
808,TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,midsize car,9.5,21.0,31.0,25.0,7,yes,TOYOTA Camry,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,29.0,41.0,34.0,8,Yes
809,TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,midsize car,9.5,21.0,31.0,25.0,7,yes,TOYOTA Camry,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22.0,33.0,26.0,5,No
810,TOYOTA Camry,2.4,4,Man-5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7,yes,TOYOTA Camry,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,29.0,41.0,34.0,8,Yes
811,TOYOTA Camry,2.4,4,Man-5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7,yes,TOYOTA Camry,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22.0,33.0,26.0,5,No
812,TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7,yes,TOYOTA Camry,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,29.0,41.0,34.0,8,Yes
813,TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7,yes,TOYOTA Camry,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22.0,33.0,26.0,5,No
814,TOYOTA Camry,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7.0,19.0,28.0,22.0,6,yes,TOYOTA Camry,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,29.0,41.0,34.0,8,Yes
815,TOYOTA Camry,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7.0,19.0,28.0,22.0,6,yes,TOYOTA Camry,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22.0,33.0,26.0,5,No
816,TOYOTA Corolla,1.8,4,Auto-L4,2WD,Gasoline,small car,7.0,26.0,35.0,29.0,8,yes,TOYOTA Corolla,1.8,4.0,CVT,2WD,Gasoline,midsize car,3,28.0,36.0,32.0,7,Yes
817,TOYOTA Corolla,1.8,4,Auto-L4,2WD,Gasoline,small car,7.0,26.0,35.0,29.0,8,yes,TOYOTA Corolla,1.8,4.0,Man-6,2WD,Gasoline,midsize car,3,27.0,35.0,30.0,7,Yes
818,TOYOTA Corolla,1.8,4,Auto-L4,2WD,Gasoline,small car,7.0,26.0,35.0,29.0,8,yes,TOYOTA Corolla,1.8,4.0,SCV-7,2WD,Gasoline,midsize car,3,28.0,35.0,31.0,7,Yes
819,TOYOTA Corolla,1.8,4,Man-5,2WD,Gasoline,small car,7.0,28.0,37.0,31.0,9,yes,TOYOTA Corolla,1.8,4.0,CVT,2WD,Gasoline,midsize car,3,28.0,36.0,32.0,7,Yes
820,TOYOTA Corolla,1.8,4,Man-5,2WD,Gasoline,small car,7.0,28.0,37.0,31.0,9,yes,TOYOTA Corolla,1.8,4.0,Man-6,2WD,Gasoline,midsize car,3,27.0,35.0,30.0,7,Yes
821,TOYOTA Corolla,1.8,4,Man-5,2WD,Gasoline,small car,7.0,28.0,37.0,31.0,9,yes,TOYOTA Corolla,1.8,4.0,SCV-7,2WD,Gasoline,midsize car,3,28.0,35.0,31.0,7,Yes
822,TOYOTA Land Cruiser,5.7,8,Auto-S6,4WD,Gasoline,SUV,7.0,13.0,18.0,15.0,3,no,TOYOTA Land Cruiser,5.7,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,13.0,18.0,15.0,2,No
823,TOYOTA RAV4,2.4,4,Auto-L4,2WD,Gasoline,SUV,7.0,21.0,27.0,24.0,7,yes,TOYOTA RAV4,2.5,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,23.0,29.0,25.0,5,No
824,TOYOTA RAV4,2.4,4,Auto-L4,2WD,Gasoline,SUV,7.0,21.0,27.0,24.0,7,yes,TOYOTA RAV4,2.5,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,22.0,28.0,25.0,5,No
825,TOYOTA RAV4,2.4,4,Auto-L4,4WD,Gasoline,SUV,7.0,20.0,25.0,22.0,6,yes,TOYOTA RAV4,2.5,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,23.0,29.0,25.0,5,No
826,TOYOTA RAV4,2.4,4,Auto-L4,4WD,Gasoline,SUV,7.0,20.0,25.0,22.0,6,yes,TOYOTA RAV4,2.5,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,22.0,28.0,25.0,5,No
827,TOYOTA RAV4,3.5,6,Auto-L5,2WD,Gasoline,SUV,7.0,19.0,27.0,22.0,6,yes,TOYOTA RAV4,2.5,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,23.0,29.0,25.0,5,No
828,TOYOTA RAV4,3.5,6,Auto-L5,2WD,Gasoline,SUV,7.0,19.0,27.0,22.0,6,yes,TOYOTA RAV4,2.5,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,22.0,28.0,25.0,5,No
829,TOYOTA RAV4,3.5,6,Auto-L5,4WD,Gasoline,SUV,7.0,19.0,26.0,21.0,6,yes,TOYOTA RAV4,2.5,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,23.0,29.0,25.0,5,No
830,TOYOTA RAV4,3.5,6,Auto-L5,4WD,Gasoline,SUV,7.0,19.0,26.0,21.0,6,yes,TOYOTA RAV4,2.5,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,22.0,28.0,25.0,5,No
831,TOYOTA Sequoia,4.7,8,Auto-S5,2WD,Gasoline,SUV,7.0,14.0,17.0,15.0,3,no,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,2WD,Gasoline,standard SUV,5,13.0,17.0,15.0,2,No
832,TOYOTA Sequoia,4.7,8,Auto-S5,2WD,Gasoline,SUV,7.0,14.0,17.0,15.0,3,no,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,4WD,Gasoline,standard SUV,5,13.0,17.0,14.0,1,No
833,TOYOTA Sequoia,4.7,8,Auto-S5,4WD,Gasoline,SUV,7.0,13.0,16.0,14.0,2,no,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,2WD,Gasoline,standard SUV,5,13.0,17.0,15.0,2,No
834,TOYOTA Sequoia,4.7,8,Auto-S5,4WD,Gasoline,SUV,7.0,13.0,16.0,14.0,2,no,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,4WD,Gasoline,standard SUV,5,13.0,17.0,14.0,1,No
835,TOYOTA Sequoia,5.7,8,Auto-S6,2WD,Gasoline,SUV,7.0,14.0,19.0,15.0,3,no,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,2WD,Gasoline,standard SUV,5,13.0,17.0,15.0,2,No
836,TOYOTA Sequoia,5.7,8,Auto-S6,2WD,Gasoline,SUV,7.0,14.0,19.0,15.0,3,no,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,4WD,Gasoline,standard SUV,5,13.0,17.0,14.0,1,No
837,TOYOTA Sequoia,5.7,8,Auto-S6,4WD,Gasoline,SUV,7.0,13.0,18.0,15.0,3,no,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,2WD,Gasoline,standard SUV,5,13.0,17.0,15.0,2,No
838,TOYOTA Sequoia,5.7,8,Auto-S6,4WD,Gasoline,SUV,7.0,13.0,18.0,15.0,3,no,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,4WD,Gasoline,standard SUV,5,13.0,17.0,14.0,1,No
839,TOYOTA Tundra,4.7,8,Auto-S5,2WD,Gasoline,pickup,7.0,14.0,17.0,15.0,3,no,TOYOTA Tundra,4.6,8.0,SemiAuto-6,2WD,Gasoline,pickup,3,15.0,19.0,16.0,2,No
840,TOYOTA Tundra,4.7,8,Auto-S5,2WD,Gasoline,pickup,7.0,14.0,17.0,15.0,3,no,TOYOTA Tundra,4.6,8.0,SemiAuto-6,4WD,Gasoline,pickup,3,14.0,18.0,16.0,2,No
841,TOYOTA Tundra,4.7,8,Auto-S5,2WD,Gasoline,pickup,7.0,14.0,17.0,15.0,3,no,TOYOTA Tundra,5.7,8.0,SemiAuto-6,2WD,Gasoline,pickup,5,13.0,18.0,15.0,2,No
842,TOYOTA Tundra,4.7,8,Auto-S5,2WD,Gasoline,pickup,7.0,14.0,17.0,15.0,3,no,TOYOTA Tundra,5.7,8.0,SemiAuto-6,4WD,Gasoline,pickup,5,13.0,17.0,14.0,1,No
843,TOYOTA Tundra,4.7,8,Auto-S5,4WD,Gasoline,pickup,7.0,13.0,16.0,15.0,3,no,TOYOTA Tundra,4.6,8.0,SemiAuto-6,2WD,Gasoline,pickup,3,15.0,19.0,16.0,2,No
844,TOYOTA Tundra,4.7,8,Auto-S5,4WD,Gasoline,pickup,7.0,13.0,16.0,15.0,3,no,TOYOTA Tundra,4.6,8.0,SemiAuto-6,4WD,Gasoline,pickup,3,14.0,18.0,16.0,2,No
845,TOYOTA Tundra,4.7,8,Auto-S5,4WD,Gasoline,pickup,7.0,13.0,16.0,15.0,3,no,TOYOTA Tundra,5.7,8.0,SemiAuto-6,2WD,Gasoline,pickup,5,13.0,18.0,15.0,2,No
846,TOYOTA Tundra,4.7,8,Auto-S5,4WD,Gasoline,pickup,7.0,13.0,16.0,15.0,3,no,TOYOTA Tundra,5.7,8.0,SemiAuto-6,4WD,Gasoline,pickup,5,13.0,17.0,14.0,1,No
847,TOYOTA Tundra,5.7,8,Auto-S6,2WD,Gasoline,pickup,7.0,14.0,18.0,16.0,4,no,TOYOTA Tundra,4.6,8.0,SemiAuto-6,2WD,Gasoline,pickup,3,15.0,19.0,16.0,2,No
848,TOYOTA Tundra,5.7,8,Auto-S6,2WD,Gasoline,pickup,7.0,14.0,18.0,16.0,4,no,TOYOTA Tundra,4.6,8.0,SemiAuto-6,4WD,Gasoline,pickup,3,14.0,18.0,16.0,2,No
849,TOYOTA Tundra,5.7,8,Auto-S6,2WD,Gasoline,pickup,7.0,14.0,18.0,16.0,4,no,TOYOTA Tundra,5.7,8.0,SemiAuto-6,2WD,Gasoline,pickup,5,13.0,18.0,15.0,2,No
850,TOYOTA Tundra,5.7,8,Auto-S6,2WD,Gasoline,pickup,7.0,14.0,18.0,16.0,4,no,TOYOTA Tundra,5.7,8.0,SemiAuto-6,4WD,Gasoline,pickup,5,13.0,17.0,14.0,1,No
851,TOYOTA Tundra,5.7,8,Auto-S6,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,TOYOTA Tundra,4.6,8.0,SemiAuto-6,2WD,Gasoline,pickup,3,15.0,19.0,16.0,2,No
852,TOYOTA Tundra,5.7,8,Auto-S6,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,TOYOTA Tundra,4.6,8.0,SemiAuto-6,4WD,Gasoline,pickup,3,14.0,18.0,16.0,2,No
853,TOYOTA Tundra,5.7,8,Auto-S6,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,TOYOTA Tundra,5.7,8.0,SemiAuto-6,2WD,Gasoline,pickup,5,13.0,18.0,15.0,2,No
854,TOYOTA Tundra,5.7,8,Auto-S6,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,TOYOTA Tundra,5.7,8.0,SemiAuto-6,4WD,Gasoline,pickup,5,13.0,17.0,14.0,1,No
855,TOYOTA Tundra,4.0,6,Auto-S5,2WD,Gasoline,pickup,6.0,15.0,19.0,17.0,4,no,TOYOTA Tundra,4.6,8.0,SemiAuto-6,2WD,Gasoline,pickup,3,15.0,19.0,16.0,2,No
856,TOYOTA Tundra,4.0,6,Auto-S5,2WD,Gasoline,pickup,6.0,15.0,19.0,17.0,4,no,TOYOTA Tundra,4.6,8.0,SemiAuto-6,4WD,Gasoline,pickup,3,14.0,18.0,16.0,2,No
857,TOYOTA Tundra,4.0,6,Auto-S5,2WD,Gasoline,pickup,6.0,15.0,19.0,17.0,4,no,TOYOTA Tundra,5.7,8.0,SemiAuto-6,2WD,Gasoline,pickup,5,13.0,18.0,15.0,2,No
858,TOYOTA Tundra,4.0,6,Auto-S5,2WD,Gasoline,pickup,6.0,15.0,19.0,17.0,4,no,TOYOTA Tundra,5.7,8.0,SemiAuto-6,4WD,Gasoline,pickup,5,13.0,17.0,14.0,1,No
859,TOYOTA Yaris,1.5,4,Auto-L4,2WD,Gasoline,small car,7.0,29.0,35.0,31.0,9,yes,TOYOTA Yaris,1.5,4.0,Auto-4,2WD,Gasoline,small car,3,30.0,35.0,32.0,7,Yes
860,TOYOTA Yaris,1.5,4,Auto-L4,2WD,Gasoline,small car,7.0,29.0,35.0,31.0,9,yes,TOYOTA Yaris,1.5,4.0,Man-5,2WD,Gasoline,small car,3,30.0,36.0,33.0,8,Yes
861,TOYOTA Yaris,1.5,4,Man-5,2WD,Gasoline,small car,7.0,29.0,36.0,32.0,9,yes,TOYOTA Yaris,1.5,4.0,Auto-4,2WD,Gasoline,small car,3,30.0,35.0,32.0,7,Yes
862,TOYOTA Yaris,1.5,4,Man-5,2WD,Gasoline,small car,7.0,29.0,36.0,32.0,9,yes,TOYOTA Yaris,1.5,4.0,Man-5,2WD,Gasoline,small car,3,30.0,36.0,33.0,8,Yes
863,VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,small car,9.5,21.0,29.0,24.0,7,yes,VOLKSWAGEN Jetta,1.4,4.0,Man-5,2WD,Gasoline,small car,3,28.0,40.0,33.0,8,Yes
864,VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,small car,9.5,21.0,29.0,24.0,7,yes,VOLKSWAGEN Jetta,1.4,4.0,SemiAuto-6,2WD,Gasoline,small car,5,28.0,38.0,32.0,7,Yes
865,VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,small car,9.5,21.0,29.0,24.0,7,yes,VOLKSWAGEN Jetta,1.8,4.0,SemiAuto-6,2WD,Gasoline,small car,7,24.0,33.0,28.0,6,No
866,VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,small car,9.5,21.0,29.0,24.0,7,yes,VOLKSWAGEN Jetta,2.0,4.0,AMS-6,2WD,Gasoline,small car,7,24.0,33.0,27.0,6,No
867,VOLKSWAGEN Jetta,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,21.0,29.0,24.0,7,yes,VOLKSWAGEN Jetta,1.4,4.0,Man-5,2WD,Gasoline,small car,3,28.0,40.0,33.0,8,Yes
