,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
0,ACURA MDX,3.7,6,Auto-S5,4WD,Gasoline,SUV,7,15.0,20.0,17.0,4,no
1,ACURA RDX,2.3,4,Auto-S5,4WD,Gasoline,SUV,7,17.0,22.0,19.0,5,no
2,ACURA RL,3.5,6,Auto-S5,4WD,Gasoline,midsize car,7,16.0,24.0,19.0,5,no
3,ACURA TL,3.2,6,Auto-S5,2WD,Gasoline,midsize car,7,18.0,26.0,21.0,6,yes
4,ACURA TL,3.5,6,Auto-S5,2WD,Gasoline,midsize car,7,17.0,26.0,20.0,6,yes
5,ACURA TL,3.5,6,Man-6,2WD,Gasoline,midsize car,7,18.0,27.0,21.0,6,yes
6,ACURA TSX,2.4,4,Man-6,2WD,Gasoline,small car,6,19.0,28.0,22.0,6,no
7,ACURA TSX,2.4,4,Auto-S5,2WD,Gasoline,small car,6,20.0,28.0,23.0,7,yes
8,ASTON MARTIN DB9,5.9,12,Man-6,2WD,Gasoline,small car,6,10.0,16.0,12.0,0,no
9,ASTON MARTIN DB9,5.9,12,Auto-S6,2WD,Gasoline,small car,6,11.0,18.0,13.0,1,no
10,ASTON MARTIN DB9 Volante,5.9,12,Man-6,2WD,Gasoline,small car,6,10.0,16.0,12.0,0,no
11,ASTON MARTIN DB9 Volante,5.9,12,Auto-S6,2WD,Gasoline,small car,6,11.0,17.0,13.0,1,no
12,ASTON MARTIN V8 Vantage,4.3,8,Man-6,2WD,Gasoline,small car,6,12.0,19.0,15.0,3,no
13,ASTON MARTIN V8 Vantage,4.3,8,Auto-S6,2WD,Gasoline,small car,6,13.0,20.0,15.0,3,no
14,AUDI A3,2.0,4,Man-6,2WD,Gasoline,station wagon,7,21.0,29.0,24.0,7,yes
15,AUDI A3,2.0,4,Auto-S6,2WD,Gasoline,station wagon,7,22.0,29.0,25.0,7,yes
16,AUDI A3,3.2,6,Auto-S6,4WD,Gasoline,station wagon,6,18.0,25.0,21.0,6,no
17,AUDI A4,2.0,4,Auto-AV,2WD,Gasoline,small car,7,21.0,30.0,24.0,7,yes
18,AUDI A4,3.1,6,Man-6,4WD,Gasoline,small car,6,15.0,25.0,19.0,5,no
19,AUDI A4,3.1,6,Auto-S6,4WD,Gasoline,small car,6,17.0,25.0,20.0,6,no
20,AUDI A4,3.1,6,Auto-AV,2WD,Gasoline,small car,6,18.0,27.0,21.0,6,no
21,AUDI A4 Avant,3.1,6,Man-6,4WD,Gasoline,station wagon,6,15.0,25.0,19.0,5,no
22,AUDI A4 Avant,3.1,6,Auto-S6,4WD,Gasoline,station wagon,6,17.0,25.0,20.0,6,no
23,AUDI A4 Cabriolet,3.1,6,Auto-S6,4WD,Gasoline,small car,6,17.0,25.0,20.0,6,no
24,AUDI A6,3.1,6,Auto-S6,4WD,Gasoline,midsize car,6,17.0,25.0,20.0,6,no
25,AUDI A6,3.1,6,Auto-AV,2WD,Gasoline,midsize car,6,18.0,27.0,21.0,6,no
26,AUDI A6,4.2,8,Auto-S6,4WD,Gasoline,midsize car,6,16.0,23.0,18.0,5,no
27,AUDI A6 Avant,3.1,6,Auto-S6,4WD,Gasoline,station wagon,6,17.0,25.0,20.0,6,no
28,AUDI A8,4.2,8,Auto-S6,4WD,Gasoline,midsize car,6,16.0,23.0,18.0,5,no
29,AUDI A8 L,4.2,8,Auto-S6,4WD,Gasoline,large car,6,16.0,23.0,18.0,5,no
30,AUDI A8 L,6.0,12,Auto-S6,4WD,Gasoline,large car,6,13.0,19.0,15.0,3,no
31,AUDI Q7,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,14.0,20.0,16.0,4,no
32,AUDI Q7,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12.0,17.0,14.0,2,no
33,AUDI R8,4.2,8,Auto-S6,4WD,Gasoline,small car,6,13.0,19.0,15.0,3,no
34,AUDI R8,4.2,8,Man-6,4WD,Gasoline,small car,6,13.0,20.0,15.0,3,no
35,AUDI RS4,4.2,8,Man-6,4WD,Gasoline,small car,6,13.0,20.0,15.0,3,no
36,AUDI RS4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,small car,6,12.0,19.0,14.0,2,no
37,AUDI S4,4.2,8,Man-6,4WD,Gasoline,small car,6,13.0,20.0,15.0,3,no
38,AUDI S4,4.2,8,Auto-S6,4WD,Gasoline,small car,6,14.0,21.0,16.0,4,no
39,AUDI S4 Avant,4.2,8,Man-6,4WD,Gasoline,station wagon,6,13.0,20.0,15.0,3,no
40,AUDI S4 Avant,4.2,8,Auto-S6,4WD,Gasoline,station wagon,6,14.0,21.0,16.0,4,no
41,AUDI S4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,small car,6,13.0,19.0,15.0,3,no
42,AUDI S4 Cabriolet,4.2,8,Auto-S6,4WD,Gasoline,small car,6,14.0,21.0,16.0,4,no
43,AUDI S5,4.2,8,Man-6,4WD,Gasoline,small car,6,14.0,21.0,16.0,4,no
44,AUDI S6,5.2,10,Auto-S6,4WD,Gasoline,midsize car,6,14.0,19.0,16.0,4,no
45,AUDI S8,5.2,10,Auto-S6,4WD,Gasoline,midsize car,6,13.0,19.0,15.0,3,no
46,AUDI TT Coupe,2.0,4,Auto-S6,2WD,Gasoline,small car,7,23.0,31.0,26.0,8,yes
47,AUDI TT Coupe,3.2,6,Man-6,4WD,Gasoline,small car,6,17.0,24.0,19.0,5,no
48,AUDI TT Coupe,3.2,6,Auto-S6,4WD,Gasoline,small car,6,18.0,24.0,20.0,6,no
49,AUDI TT Roadster,2.0,4,Auto-S6,2WD,Gasoline,small car,7,22.0,29.0,25.0,7,yes
50,AUDI TT Roadster,3.2,6,Man-6,4WD,Gasoline,small car,6,17.0,24.0,19.0,5,no
51,AUDI TT Roadster,3.2,6,Auto-S6,4WD,Gasoline,small car,6,18.0,24.0,20.0,6,no
52,BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,large car,6,9.0,15.0,11.0,0,no
53,BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,midsize car,6,10.0,15.0,11.0,0,no
54,BENTLEY Azure,6.7,8,Auto-S6,2WD,Gasoline,small car,6,9.0,15.0,11.0,0,no
55,BENTLEY Continental Flying Spur,6.0,12,Auto-S6,4WD,Gasoline,midsize car,6,10.0,17.0,12.0,0,no
56,BENTLEY Continental GT,6.0,12,Auto-S6,4WD,Gasoline,small car,6,10.0,17.0,13.0,1,no
57,BENTLEY Continental GTC,6.0,12,Auto-S6,4WD,Gasoline,small car,6,10.0,17.0,12.0,0,no
58,BMW 328ci,3.0,6,Man-6,2WD,Gasoline,small car,9.5,20.0,30.0,24.0,7,yes
59,BMW 328ci,3.0,6,Auto-S6,2WD,Gasoline,small car,9.5,23.0,31.0,25.0,7,yes
60,BMW 328ci,3.0,6,Man-6,2WD,Gasoline,small car,7,20.0,30.0,24.0,7,yes
61,BMW 328ci,3.0,6,Auto-S6,2WD,Gasoline,small car,7,23.0,31.0,25.0,7,yes
62,BMW 328ci Convertible,3.0,6,Man-6,2WD,Gasoline,small car,9.5,19.0,29.0,22.0,6,yes
63,BMW 328ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,small car,9.5,20.0,30.0,24.0,7,yes
64,BMW 328ci Convertible,3.0,6,Man-6,2WD,Gasoline,small car,7,19.0,29.0,22.0,6,yes
65,BMW 328ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,small car,7,20.0,30.0,24.0,7,yes
66,BMW 328cxi,3.0,6,Auto-S6,4WD,Gasoline,small car,9.5,20.0,27.0,23.0,7,yes
67,BMW 328cxi,3.0,6,Man-6,4WD,Gasoline,small car,7,19.0,28.0,22.0,6,yes
68,BMW 328cxi,3.0,6,Auto-S6,4WD,Gasoline,small car,7,20.0,27.0,23.0,7,yes
69,BMW 328i,3.0,6,Man-6,2WD,Gasoline,small car,9.5,20.0,30.0,24.0,7,yes
70,BMW 328i,3.0,6,Auto-S6,2WD,Gasoline,small car,9.5,23.0,31.0,25.0,7,yes
71,BMW 328i,3.0,6,Man-6,2WD,Gasoline,small car,7,20.0,30.0,24.0,7,yes
72,BMW 328i,3.0,6,Auto-S6,2WD,Gasoline,small car,7,23.0,31.0,25.0,7,yes
73,BMW 328i Sport Wagon,3.0,6,Man-6,2WD,Gasoline,station wagon,7,19.0,29.0,22.0,6,yes
74,BMW 328xi,3.0,6,Auto-S6,4WD,Gasoline,small car,9.5,20.0,27.0,23.0,7,yes
75,BMW 328xi,3.0,6,Man-6,4WD,Gasoline,small car,7,19.0,28.0,22.0,6,yes
76,BMW 328xi,3.0,6,Auto-S6,4WD,Gasoline,small car,7,20.0,27.0,23.0,7,yes
77,BMW 328xi Sport Wagon,3.0,6,Man-6,4WD,Gasoline,station wagon,7,19.0,28.0,22.0,6,yes
78,BMW 328xi Sport Wagon,3.0,6,Auto-S6,4WD,Gasoline,station wagon,7,20.0,27.0,23.0,7,yes
79,BMW 335ci,3.0,6,Man-6,2WD,Gasoline,small car,6,19.0,28.0,22.0,6,no
80,BMW 335ci,3.0,6,Auto-S6,2WD,Gasoline,small car,6,20.0,28.0,23.0,7,yes
81,BMW 335ci Convertible,3.0,6,Man-6,2WD,Gasoline,small car,6,19.0,28.0,22.0,6,no
82,BMW 335ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,small car,6,20.0,28.0,23.0,7,yes
83,BMW 335cxi,3.0,6,Man-6,4WD,Gasoline,small car,6,18.0,27.0,21.0,6,no
84,BMW 335cxi,3.0,6,Auto-S6,4WD,Gasoline,small car,6,19.0,27.0,22.0,6,no
85,BMW 335i,3.0,6,Man-6,2WD,Gasoline,small car,6,19.0,28.0,22.0,6,no
86,BMW 335i,3.0,6,Auto-S6,2WD,Gasoline,small car,6,20.0,28.0,23.0,7,yes
87,BMW 335xi,3.0,6,Man-6,4WD,Gasoline,small car,6,18.0,27.0,21.0,6,no
88,BMW 335xi,3.0,6,Auto-S6,4WD,Gasoline,small car,6,19.0,27.0,22.0,6,no
89,BMW 528i,3.0,6,Auto-S6,2WD,Gasoline,midsize car,7,20.0,30.0,24.0,7,yes
90,BMW 528i,3.0,6,Man-6,2WD,Gasoline,midsize car,7,20.0,30.0,24.0,7,yes
91,BMW 528xi,3.0,6,Man-6,4WD,Gasoline,midsize car,7,19.0,28.0,22.0,6,yes
92,BMW 528xi,3.0,6,Auto-S6,4WD,Gasoline,midsize car,7,20.0,27.0,23.0,7,yes
93,BMW 535i,3.0,6,Man-6,2WD,Gasoline,midsize car,6,19.0,28.0,22.0,6,no
94,BMW 535i,3.0,6,Auto-S6,2WD,Gasoline,midsize car,6,20.0,28.0,23.0,7,yes
95,BMW 535xi,3.0,6,Man-6,4WD,Gasoline,midsize car,6,18.0,27.0,21.0,6,no
96,BMW 535xi,3.0,6,Auto-S6,4WD,Gasoline,midsize car,6,19.0,27.0,22.0,6,no
97,BMW 535xi Sport Wagon,3.0,6,Man-6,4WD,Gasoline,station wagon,6,17.0,25.0,20.0,6,no
98,BMW 535xi Sport Wagon,3.0,6,Auto-S6,4WD,Gasoline,station wagon,6,18.0,26.0,21.0,6,no
99,BMW 550i,4.8,8,Man-6,2WD,Gasoline,midsize car,7,17.0,24.0,19.0,5,no
100,BMW 550i,4.8,8,Auto-S6,2WD,Gasoline,midsize car,7,17.0,25.0,20.0,6,yes
101,BMW 650ci,4.8,8,Man-6,2WD,Gasoline,small car,7,17.0,24.0,19.0,5,no
102,BMW 650ci,4.8,8,Auto-S6,2WD,Gasoline,small car,7,17.0,25.0,20.0,6,yes
103,BMW 650ci Convertible,4.8,8,Man-6,2WD,Gasoline,small car,7,16.0,22.0,18.0,5,no
104,BMW 650ci Convertible,4.8,8,Auto-S6,2WD,Gasoline,small car,7,17.0,25.0,20.0,6,yes
105,BMW 750i,4.8,8,Auto-S6,2WD,Gasoline,large car,7,17.0,25.0,20.0,6,yes
106,BMW 750li,4.8,8,Auto-S6,2WD,Gasoline,large car,7,17.0,25.0,20.0,6,yes
107,BMW 760li,6.0,12,Auto-S6,2WD,Gasoline,large car,6,14.0,22.0,17.0,4,no
108,BMW Alpina B7,4.4,8,Auto-S6,2WD,Gasoline,large car,6,15.0,23.0,18.0,5,no
109,BMW M5,5.0,10,Man-6,2WD,Gasoline,midsize car,6,12.0,18.0,14.0,2,no
110,BMW M5,5.0,10,Auto-S7,2WD,Gasoline,midsize car,6,12.0,18.0,14.0,2,no
111,BMW M6,5.0,10,Man-6,2WD,Gasoline,small car,6,12.0,18.0,14.0,2,no
112,BMW M6,5.0,10,Auto-S7,2WD,Gasoline,small car,6,12.0,18.0,14.0,2,no
113,BMW M6 Convertible,5.0,10,Man-6,2WD,Gasoline,small car,6,12.0,18.0,14.0,2,no
114,BMW M6 Convertible,5.0,10,Auto-S7,2WD,Gasoline,small car,6,12.0,19.0,14.0,2,no
115,BMW X3,3.0,6,Man-6,4WD,Gasoline,SUV,7,18.0,26.0,21.0,6,yes
116,BMW X3,3.0,6,Auto-S6,4WD,Gasoline,SUV,7,19.0,26.0,22.0,6,yes
117,BMW X5,3.0,6,Auto-S6,4WD,Gasoline,SUV,7,17.0,23.0,19.0,5,no
118,BMW X5,4.8,8,Auto-S6,4WD,Gasoline,SUV,7,15.0,21.0,17.0,4,no
119,BMW Z4,3.0,6,Man-6,2WD,Gasoline,small car,7,20.0,30.0,24.0,7,yes
120,BMW Z4,3.0,6,Auto-S6,2WD,Gasoline,small car,7,23.0,31.0,25.0,7,yes
121,BMW Z4 Coupe,3.0,6,Man-6,2WD,Gasoline,small car,7,20.0,30.0,24.0,7,yes
122,BMW Z4 Coupe,3.0,6,Auto-S6,2WD,Gasoline,small car,7,23.0,31.0,25.0,7,yes
123,BUGATTI Veyron,8.0,16,Auto-S6,4WD,Gasoline,small car,6,8.0,14.0,10.0,0,no
124,BUICK Allure,3.8,6,Auto-L4,2WD,Gasoline,midsize car,9.5,17.0,28.0,21.0,6,yes
125,BUICK Allure,3.6,6,Auto-L4,2WD,Gasoline,midsize car,6,17.0,25.0,20.0,6,no
126,BUICK Allure,5.3,8,Auto-L4,2WD,Gasoline,midsize car,6,16.0,25.0,19.0,5,no
127,BUICK Enclave,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16.0,24.0,19.0,5,no
128,BUICK Enclave,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
129,BUICK LaCrosse,3.8,6,Auto-L4,2WD,Gasoline,midsize car,9.5,17.0,28.0,21.0,6,yes
130,BUICK LaCrosse,3.6,6,Auto-L4,2WD,Gasoline,midsize car,6,17.0,25.0,20.0,6,no
131,BUICK LaCrosse,5.3,8,Auto-L4,2WD,Gasoline,midsize car,6,16.0,25.0,19.0,5,no
132,BUICK Lucerne,3.8,6,Auto-L4,2WD,Gasoline,large car,9.5,16.0,25.0,19.0,5,no
133,BUICK Terraza,3.9,6,Auto-L4,2WD,Gasoline,minivan,6,16.0,23.0,19.0,5,no
134,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6,16.0,25.0,19.0,5,no
135,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6,16.0,25.0,19.0,5,no
136,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,17.0,25.0,20.0,6,no
137,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,17.0,26.0,20.0,6,no
138,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17.0,26.0,20.0,6,no
139,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,18.0,26.0,21.0,6,no
140,CADILLAC Escalade,6.2,8,Auto-L6,2WD,Gasoline,SUV,6,12.0,19.0,14.0,2,no
141,CADILLAC Escalade,6.2,8,Auto-L6,4WD,Gasoline,SUV,6,12.0,18.0,14.0,2,no
142,CADILLAC SRX,3.6,6,Auto-S5,2WD,Gasoline,SUV,6,15.0,22.0,17.0,4,no
143,CADILLAC SRX,3.6,6,Auto-S5,4WD,Gasoline,SUV,6,14.0,22.0,17.0,4,no
144,CADILLAC SRX,4.6,8,Auto-S6,2WD,Gasoline,SUV,6,13.0,20.0,16.0,4,no
145,CADILLAC SRX,4.6,8,Auto-S6,4WD,Gasoline,SUV,6,13.0,20.0,15.0,3,no
146,CADILLAC STS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,17.0,26.0,20.0,6,no
147,CADILLAC STS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17.0,26.0,20.0,6,no
148,CADILLAC STS,4.4,8,Auto-S6,2WD,Gasoline,midsize car,6,13.0,19.0,15.0,3,no
149,CADILLAC STS,4.6,8,Auto-S6,4WD,Gasoline,midsize car,6,14.0,21.0,16.0,4,no
150,CADILLAC STS,4.6,8,Auto-S6,2WD,Gasoline,midsize car,6,15.0,24.0,18.0,5,no
151,CADILLAC XLR,4.4,8,Auto-S6,2WD,Gasoline,small car,6,14.0,21.0,16.0,4,no
152,CADILLAC XLR,4.6,8,Auto-S6,2WD,Gasoline,small car,6,15.0,24.0,18.0,5,no
153,CHEVROLET Classic,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7,18.0,28.0,22.0,6,yes
154,CHEVROLET Classic,2.2,4,Auto-L4,2WD,Gasoline,midsize car,6,21.0,31.0,25.0,7,yes
155,CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,small car,9.5,22.0,31.0,26.0,8,yes
156,CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,small car,9.5,24.0,33.0,27.0,8,yes
157,CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,small car,6,22.0,31.0,26.0,8,yes
158,CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,small car,6,24.0,33.0,27.0,8,yes
159,CHEVROLET Cobalt,2.4,4,Auto-L4,2WD,Gasoline,small car,6,22.0,31.0,25.0,7,yes
160,CHEVROLET Cobalt,2.4,4,Man-5,2WD,Gasoline,small car,6,22.0,32.0,26.0,8,yes
161,CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,small car,6,15.0,24.0,18.0,5,no
162,CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7,17.0,24.0,19.0,5,no
163,CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7,17.0,24.0,19.0,5,no
164,CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6,16.0,24.0,19.0,5,no
165,CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,16.0,24.0,19.0,5,no
166,CHEVROLET Express 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,12.0,16.0,14.0,2,no
167,CHEVROLET Express 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
168,CHEVROLET Express 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
169,CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,SUV,7,20.0,30.0,24.0,7,yes
170,CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,SUV,7,21.0,30.0,24.0,7,yes
171,CHEVROLET HHR,2.2,4,Auto-L4,2WD,Gasoline,SUV,7,22.0,30.0,25.0,7,yes
172,CHEVROLET HHR,2.2,4,Auto-L4,2WD,Gasoline,SUV,7,22.0,30.0,25.0,7,yes
173,CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,SUV,7,20.0,28.0,23.0,7,yes
174,CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,SUV,7,20.0,29.0,23.0,7,yes
175,CHEVROLET HHR,2.4,4,Auto-L4,2WD,Gasoline,SUV,7,22.0,28.0,24.0,7,yes
176,CHEVROLET HHR,2.4,4,Auto-L4,2WD,Gasoline,SUV,7,22.0,28.0,24.0,7,yes
177,CHEVROLET HHR,2.0,4,Auto-L4,2WD,Gasoline,SUV,6,19.0,28.0,22.0,6,no
178,CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6,yes
179,CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6,16.0,25.0,19.0,5,no
180,CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7,18.0,29.0,22.0,6,yes
181,CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6,22.0,30.0,25.0,7,yes
182,CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17.0,26.0,20.0,6,no
183,CHEVROLET Malibu Hybrid,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6,24.0,32.0,27.0,8,yes
184,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6,15.0,20.0,17.0,4,no
185,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6,14.0,18.0,15.0,3,no
186,CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6,12.0,19.0,14.0,2,no
187,CHEVROLET Tahoe 1500 Hybrid,6.0,8,Auto-AV,2WD,Gasoline,SUV,6,21.0,22.0,21.0,6,no
188,CHEVROLET Tahoe 1500 Hybrid,6.0,8,Auto-AV,4WD,Gasoline,SUV,6,20.0,20.0,20.0,6,no
189,CHEVROLET Trailblazer,5.3,8,Auto-L4,2WD,Gasoline,SUV,6,14.0,20.0,17.0,4,no
190,CHEVROLET Trailblazer,5.3,8,Auto-L4,4WD,Gasoline,SUV,6,13.0,19.0,16.0,4,no
191,CHEVROLET Trailblazer,6.0,8,Auto-L4,2WD,Gasoline,SUV,6,12.0,16.0,14.0,2,no
192,CHEVROLET Trailblazer,6.0,8,Auto-L4,4WD,Gasoline,SUV,6,12.0,16.0,13.0,1,no
193,CHEVROLET Uplander,3.9,6,Auto-L4,2WD,Gasoline,minivan,6,16.0,23.0,19.0,5,no
194,CHEVROLET Van 1500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15.0,20.0,17.0,4,no
195,CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,12.0,16.0,14.0,2,no
196,CHEVROLET Van 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
197,CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13.0,17.0,15.0,3,no
198,CHEVROLET Van 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14.0,18.0,15.0,3,no
199,CHEVROLET Van 2500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15.0,20.0,17.0,4,no
200,CHEVROLET Van 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
201,CHEVROLET Van 2500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13.0,17.0,15.0,3,no
202,CHEVROLET Van 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14.0,18.0,15.0,3,no
203,CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,large car,7,15.0,22.0,18.0,5,no
204,CHRYSLER 300,3.5,6,Auto-L5,2WD,Gasoline,large car,7,17.0,24.0,20.0,6,yes
205,CHRYSLER 300,3.5,6,Auto-L4,2WD,Gasoline,large car,7,17.0,24.0,20.0,6,yes
206,CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,large car,6,18.0,26.0,21.0,6,no
207,CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,large car,6,13.0,18.0,15.0,3,no
208,CHRYSLER Aspen,4.7,8,Auto-L5,2WD,Gasoline,SUV,7,14.0,19.0,15.0,3,no
209,CHRYSLER Aspen,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13.0,19.0,15.0,3,no
210,CHRYSLER Aspen,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13.0,18.0,15.0,3,no
211,CHRYSLER Crossfire,3.2,6,Man-6,2WD,Gasoline,small car,6,15.0,23.0,18.0,5,no
212,CHRYSLER Crossfire,3.2,6,Auto-L5,2WD,Gasoline,small car,6,19.0,25.0,21.0,6,no
213,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,7,18.0,24.0,21.0,6,yes
214,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,7,19.0,24.0,21.0,6,yes
215,CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,7,20.0,25.0,22.0,6,yes
216,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,6,18.0,24.0,21.0,6,no
217,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,6,19.0,24.0,21.0,6,no
218,CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,6,20.0,25.0,22.0,6,no
219,CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,6,21.0,26.0,23.0,7,yes
220,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,7,18.0,24.0,21.0,6,yes
221,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,7,19.0,24.0,21.0,6,yes
222,CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,7,20.0,25.0,22.0,6,yes
223,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6,18.0,24.0,21.0,6,no
224,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6,19.0,24.0,21.0,6,no
225,CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,6,20.0,25.0,22.0,6,no
226,CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,6,21.0,26.0,23.0,7,yes
227,CHRYSLER Pacifica,3.8,6,Auto-L4,2WD,Gasoline,SUV,7,15.0,22.0,18.0,5,no
228,CHRYSLER Pacifica,4.0,6,Auto-L6,2WD,Gasoline,SUV,7,15.0,23.0,17.0,4,no
229,CHRYSLER Pacifica,4.0,6,Auto-L6,4WD,Gasoline,SUV,7,14.0,22.0,17.0,4,no
230,CHRYSLER SRT-8,3.5,6,Auto-L5,2WD,Gasoline,large car,7,17.0,24.0,20.0,6,yes
231,CHRYSLER SRT-8,3.5,6,Auto-L4,2WD,Gasoline,large car,7,17.0,24.0,20.0,6,yes
232,CHRYSLER SRT-8,2.7,6,Auto-L4,2WD,Gasoline,large car,6,18.0,26.0,21.0,6,no
233,CHRYSLER SRT-8,6.1,8,Auto-L5,2WD,Gasoline,large car,6,13.0,18.0,15.0,3,no
234,CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,midsize car,7,21.0,30.0,24.0,7,yes
235,CHRYSLER Sebring,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7,15.0,24.0,18.0,5,no
236,CHRYSLER Sebring,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7,16.0,26.0,19.0,5,no
237,CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6,21.0,30.0,24.0,7,yes
238,CHRYSLER Sebring,2.7,6,Auto-L4,2WD,Gasoline,midsize car,6,19.0,27.0,22.0,6,no
239,CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,7,20.0,29.0,23.0,7,yes
240,CHRYSLER Sebring Convertible,3.5,6,Auto-L6,2WD,Gasoline,small car,7,16.0,26.0,19.0,5,no
241,CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6,20.0,29.0,23.0,7,yes
