,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
229,DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,large car,3,19.0,30.0,23.0,5,No
230,DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,large car,3,18.0,27.0,21.0,4,No
231,DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,large car,3,16.0,25.0,19.0,3,No
232,DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,large car,1,15.0,25.0,18.0,3,No
233,DODGE Charger SRT,6.2,8.0,Auto-8,2WD,Gasoline,large car,1,13.0,22.0,16.0,2,No
234,DODGE Charger SRT,6.4,8.0,Auto-8,2WD,Gasoline,large car,1,15.0,25.0,18.0,3,No
235,DODGE Durango,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5,19.0,26.0,21.0,4,No
236,DODGE Durango,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5,18.0,25.0,21.0,4,No
237,DODGE Durango,5.7,8.0,Auto-8,2WD,Gasoline,standard SUV,3,14.0,22.0,17.0,3,No
238,DODGE Durango,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3,14.0,22.0,17.0,3,No
239,DODGE Durango  SRT,6.4,8.0,Auto-8,4WD,Gasoline,standard SUV,1,13.0,19.0,15.0,2,No
240,DODGE Journey,2.4,4.0,Auto-4,2WD,Gasoline,small SUV,3,19.0,25.0,21.0,4,No
241,DODGE Journey,3.6,6.0,Auto-6,4WD,Gasoline,small SUV,3,16.0,24.0,19.0,3,No
242,FERRARI 488 Spider,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3,15.0,22.0,18.0,3,No
243,FERRARI 488 Spider,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3,16.0,22.0,18.0,3,No
244,FERRARI 488 gtb,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3,15.0,22.0,18.0,3,No
245,FERRARI 488 gtb,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3,16.0,22.0,18.0,3,No
246,FERRARI 812 Superfast,6.5,12.0,AutoMan-7,2WD,Gasoline,small car,3,12.0,16.0,13.0,1,No
247,FERRARI California T,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3,16.0,23.0,18.0,3,No
248,FERRARI California T,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3,16.0,23.0,19.0,3,No
249,FERRARI GTC4Lusso,6.3,12.0,AutoMan-7,4WD,Gasoline,small car,3,12.0,17.0,13.0,1,No
250,FERRARI GTC4Lusso T,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3,15.0,21.0,17.0,3,No
251,FIAT 500L,1.4,4.0,Auto-6,2WD,Gasoline,station wagon,3,22.0,30.0,25.0,5,No
252,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5,19.0,25.0,21.0,4,No
253,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5,20.0,25.0,22.0,4,No
254,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5,20.0,26.0,22.0,4,No
255,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5,18.0,23.0,20.0,4,No
256,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5,18.0,24.0,21.0,4,No
257,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5,19.0,24.0,21.0,4,No
258,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5,19.0,24.0,21.0,4,No
259,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5,19.0,25.0,22.0,4,No
260,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5,17.0,22.0,19.0,3,No
261,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5,18.0,23.0,20.0,4,No
262,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5,17.0,21.0,19.0,3,No
263,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5,17.0,22.0,19.0,3,No
264,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5,18.0,25.0,21.0,4,No
265,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5,16.0,21.0,18.0,3,No
266,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5,16.0,22.0,19.0,3,No
267,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5,17.0,23.0,19.0,3,No
268,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3,16.0,20.0,17.0,3,No
269,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3,16.0,21.0,18.0,3,No
270,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3,17.0,23.0,19.0,3,No
271,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3,15.0,19.0,17.0,3,No
272,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3,16.0,20.0,17.0,3,No
273,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3,16.0,22.0,18.0,3,No
274,FORD F150 Raptor,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,3,15.0,18.0,16.0,2,No
275,FORD Flex,3.5,6.0,SemiAuto-6,2WD,Gasoline,standard SUV,3,16.0,23.0,19.0,3,No
276,FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,standard SUV,3,15.0,21.0,17.0,3,No
277,FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,standard SUV,3,16.0,22.0,18.0,3,No
278,FORD Fusion,1.5,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,23.0,34.0,27.0,6,No
279,FORD Fusion,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,5,21.0,31.0,25.0,5,No
280,FORD Fusion,2.0,4.0,SemiAuto-6,4WD,Gasoline,midsize car,5,20.0,29.0,23.0,5,No
281,FORD Fusion,2.5,4.0,Auto-6,2WD,Gasoline,midsize car,5,21.0,32.0,25.0,5,No
282,FORD Fusion,2.7,6.0,SemiAuto-6,4WD,Gasoline,midsize car,5,17.0,26.0,20.0,4,No
283,FORD Fusion Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,43.0,41.0,42.0,9,Yes
284,FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,special purpose,3,19.0,27.0,22.0,4,No
285,FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,special purpose,3,20.0,27.0,23.0,5,No
286,GENESIS G80,3.3,6.0,SemiAuto-8,2WD,Gasoline,large car,3,17.0,25.0,20.0,4,No
287,GENESIS G80,3.3,6.0,SemiAuto-8,4WD,Gasoline,large car,3,17.0,24.0,20.0,4,No
288,GENESIS G80,3.8,6.0,SemiAuto-8,2WD,Gasoline,large car,5,19.0,27.0,22.0,4,No
289,GENESIS G80,3.8,6.0,SemiAuto-8,4WD,Gasoline,large car,5,18.0,25.0,20.0,4,No
290,GENESIS G80,5.0,8.0,SemiAuto-8,2WD,Gasoline,large car,5,16.0,24.0,19.0,3,No
291,GENESIS G80,5.0,8.0,SemiAuto-8,4WD,Gasoline,large car,5,15.0,23.0,18.0,3,No
292,GENESIS G90,3.3,6.0,SemiAuto-8,2WD,Gasoline,large car,3,17.0,24.0,20.0,4,No
293,GENESIS G90,3.3,6.0,SemiAuto-8,4WD,Gasoline,large car,3,17.0,24.0,20.0,4,No
294,GENESIS G90,5.0,8.0,SemiAuto-8,2WD,Gasoline,large car,5,16.0,24.0,19.0,3,No
295,GENESIS G90,5.0,8.0,SemiAuto-8,4WD,Gasoline,large car,5,15.0,23.0,18.0,3,No
296,GMC Acadia,2.5,4.0,Auto-6,2WD,Gasoline,standard SUV,3,21.0,26.0,23.0,5,No
297,GMC Acadia,2.5,4.0,Auto-6,4WD,Gasoline,standard SUV,3,21.0,25.0,23.0,5,No
298,GMC Acadia,3.6,6.0,Auto-6,2WD,Gasoline,standard SUV,5,18.0,25.0,21.0,4,No
299,GMC Acadia,3.6,6.0,Auto-6,4WD,Gasoline,standard SUV,5,17.0,25.0,20.0,4,No
300,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,pickup,5,20.0,26.0,22.0,4,No
301,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,pickup,5,19.0,24.0,21.0,4,No
302,GMC Canyon,2.5,4.0,Man-6,2WD,Gasoline,pickup,5,20.0,26.0,22.0,4,No
303,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,pickup,3,22.0,30.0,25.0,4,No
304,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,pickup,3,20.0,28.0,23.0,4,No
305,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,pickup,5,18.0,25.0,20.0,4,No
306,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,special purpose,5,15.0,15.0,15.0,2,No
307,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,pickup,5,17.0,24.0,19.0,3,No
308,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gasoline,pickup,3,16.0,23.0,19.0,3,No
309,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gasoline,special purpose,3,15.0,20.0,17.0,3,No
310,GMC Sierra 15,5.3,8.0,Auto-6,4WD,Gasoline,pickup,3,16.0,22.0,18.0,3,No
311,GMC Sierra 15,5.3,8.0,Auto-6,4WD,Gasoline,special purpose,3,15.0,19.0,17.0,3,No
312,GMC Sierra 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3,18.0,24.0,20.0,4,No
313,GMC Sierra 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3,16.0,22.0,18.0,3,No
314,GMC Sierra 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3,16.0,21.0,18.0,3,No
315,GMC Sierra 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3,15.0,20.0,17.0,3,No
316,GMC Sierra 15,6.2,8.0,Auto-8,2WD,Gasoline,pickup,3,15.0,21.0,17.0,3,No
317,GMC Sierra 15,6.2,8.0,Auto-8,4WD,Gasoline,pickup,3,15.0,20.0,17.0,3,No
318,GMC Terrain,1.5,4.0,Auto-9,2WD,Gasoline,small SUV,5,26.0,30.0,28.0,6,No
319,GMC Terrain,1.5,4.0,Auto-9,4WD,Gasoline,small SUV,5,24.0,28.0,26.0,5,No
320,GMC Terrain,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3,28.0,39.0,32.0,6,No
321,GMC Terrain,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3,28.0,38.0,32.0,6,No
322,GMC Terrain,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5,22.0,28.0,24.0,5,No
323,GMC Terrain,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5,21.0,26.0,23.0,5,No
324,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,3,16.0,23.0,19.0,3,No
325,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,3,16.0,22.0,18.0,3,No
326,GMC Yukon 1500,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3,14.0,23.0,17.0,3,No
327,GMC Yukon 1500,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3,14.0,22.0,17.0,3,No
328,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,3,16.0,23.0,19.0,3,No
329,GMC Yukon 1500 XL,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3,14.0,23.0,17.0,3,No
330,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,3,15.0,22.0,18.0,3,No
331,GMC Yukon XL 1500,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3,14.0,21.0,16.0,2,No
332,HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,large car,7,31.0,40.0,34.0,8,Yes
333,HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,large car,3,31.0,40.0,34.0,8,Yes
334,HONDA Civic 5Dr,1.5,4.0,Man-6,2WD,Gasoline,large car,3,29.0,38.0,33.0,8,Yes
335,HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,large car,7,30.0,36.0,32.0,7,Yes
336,HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,large car,3,30.0,36.0,32.0,7,Yes
337,HONDA Fit,1.5,4.0,CVT,2WD,Gasoline,station wagon,7,33.0,40.0,36.0,8,Yes
338,HONDA Fit,1.5,4.0,Man-6,2WD,Gasoline,station wagon,3,29.0,36.0,31.0,7,Yes
339,HONDA Fit,1.5,4.0,Man-6,2WD,Gasoline,station wagon,3,29.0,36.0,31.0,7,Yes
340,HONDA Fit,1.5,4.0,SCV-7,2WD,Gasoline,station wagon,7,31.0,36.0,33.0,8,Yes
341,HONDA HR-V,1.8,4.0,CVT,2WD,Gasoline,station wagon,3,28.0,34.0,31.0,7,Yes
342,HONDA HR-V,1.8,4.0,CVT,4WD,Gasoline,station wagon,3,27.0,31.0,29.0,6,No
343,HONDA HR-V,1.8,4.0,Man-6,2WD,Gasoline,station wagon,3,25.0,33.0,28.0,6,No
344,HONDA HR-V,1.8,4.0,SCV-7,2WD,Gasoline,station wagon,3,28.0,34.0,31.0,7,Yes
345,HONDA HR-V,1.8,4.0,SCV-7,4WD,Gasoline,station wagon,3,27.0,31.0,29.0,6,No
346,HONDA Ridgeline,3.5,6.0,Auto-6,2WD,Gasoline,pickup,3,19.0,26.0,22.0,4,No
347,HONDA Ridgeline,3.5,6.0,Auto-6,4WD,Gasoline,pickup,3,18.0,25.0,21.0,4,No
348,HYUNDAI Elantra,1.4,4.0,AutoMan-7,2WD,Gasoline,midsize car,3,32.0,40.0,35.0,8,Yes
349,HYUNDAI Elantra,1.6,4.0,AutoMan-7,2WD,Gasoline,midsize car,3,26.0,33.0,29.0,6,No
350,HYUNDAI Elantra,1.6,4.0,Man-6,2WD,Gasoline,midsize car,3,22.0,30.0,25.0,5,No
351,HYUNDAI Elantra,2.0,4.0,Man-6,2WD,Gasoline,midsize car,5,26.0,36.0,29.0,6,No
352,HYUNDAI Elantra,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,28.0,37.0,32.0,7,Yes
353,HYUNDAI Elantra,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,5,28.0,37.0,32.0,7,Yes
354,HYUNDAI Elantra GT,1.6,4.0,AutoMan-7,2WD,Gasoline,large car,3,26.0,32.0,28.0,6,No
355,HYUNDAI Elantra GT,1.6,4.0,Man-6,2WD,Gasoline,large car,3,22.0,29.0,25.0,5,No
356,HYUNDAI Elantra GT,2.0,4.0,Man-6,2WD,Gasoline,large car,3,23.0,31.0,26.0,5,No
357,HYUNDAI Elantra GT,2.0,4.0,SemiAuto-6,2WD,Gasoline,large car,3,24.0,32.0,27.0,6,No
358,HYUNDAI Elantra SE,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,29.0,38.0,33.0,8,Yes
359,HYUNDAI Elantra SE,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,5,29.0,38.0,33.0,8,Yes
360,HYUNDAI Santa Fe,3.3,6.0,SemiAuto-6,2WD,Gasoline,small SUV,3,18.0,25.0,21.0,4,No
361,HYUNDAI Santa Fe,3.3,6.0,SemiAuto-6,4WD,Gasoline,small SUV,3,18.0,24.0,20.0,4,No
362,HYUNDAI Santa Fe Sport,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,20.0,28.0,23.0,5,No
363,HYUNDAI Santa Fe Sport,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,19.0,26.0,22.0,4,No
364,HYUNDAI Santa Fe Sport,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5,21.0,27.0,24.0,5,No
365,HYUNDAI Santa Fe Sport,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5,20.0,26.0,22.0,4,No
366,HYUNDAI Santa Fe Sport Ultimate,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,20.0,27.0,23.0,5,No
367,HYUNDAI Santa Fe Sport Ultimate,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,19.0,24.0,21.0,4,No
368,HYUNDAI Santa Fe Ultimate,3.3,6.0,SemiAuto-6,2WD,Gasoline,small SUV,3,17.0,23.0,20.0,4,No
369,HYUNDAI Santa Fe Ultimate,3.3,6.0,SemiAuto-6,4WD,Gasoline,small SUV,3,17.0,22.0,19.0,3,No
370,HYUNDAI Sonata,1.6,4.0,AutoMan-7,2WD,Gasoline,large car,5,28.0,37.0,31.0,7,Yes
371,HYUNDAI Sonata,2.0,4.0,SemiAuto-8,2WD,Gasoline,large car,5,23.0,32.0,26.0,5,No
372,HYUNDAI Sonata,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,7,25.0,35.0,28.0,6,No
373,HYUNDAI Sonata,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,5,25.0,35.0,28.0,6,No
374,HYUNDAI Sonata SE,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,7,25.0,36.0,29.0,6,No
375,HYUNDAI Sonata SE,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,5,25.0,36.0,29.0,6,No
376,INFINITI Q50,2.0,4.0,SemiAuto-7,2WD,Gasoline,midsize car,3,23.0,30.0,25.0,5,No
377,INFINITI Q50,2.0,4.0,SemiAuto-7,4WD,Gasoline,midsize car,3,22.0,28.0,24.0,5,No
378,INFINITI Q50,3.0,6.0,SemiAuto-7,2WD,Gasoline,midsize car,3,20.0,29.0,23.0,5,No
379,INFINITI Q50,3.0,6.0,SemiAuto-7,4WD,Gasoline,midsize car,3,19.0,27.0,22.0,4,No
380,INFINITI Q50 Hybrid,3.5,6.0,SemiAuto-7,2WD,Gasoline,small car,3,27.0,32.0,29.0,6,No
381,INFINITI Q50 Hybrid,3.5,6.0,SemiAuto-7,4WD,Gasoline,small car,3,26.0,30.0,28.0,6,No
382,INFINITI Q50 Red Sport,3.0,6.0,SemiAuto-7,2WD,Gasoline,midsize car,3,20.0,26.0,22.0,4,No
383,INFINITI Q50 Red Sport,3.0,6.0,SemiAuto-7,4WD,Gasoline,midsize car,3,19.0,26.0,22.0,4,No
384,INFINITI Q70,3.7,6.0,SemiAuto-7,2WD,Gasoline,midsize car,3,18.0,25.0,21.0,4,No
385,INFINITI Q70,3.7,6.0,SemiAuto-7,4WD,Gasoline,midsize car,3,18.0,24.0,20.0,4,No
386,INFINITI Q70,5.6,8.0,SemiAuto-7,2WD,Gasoline,midsize car,3,16.0,24.0,19.0,3,No
387,INFINITI Q70,5.6,8.0,SemiAuto-7,4WD,Gasoline,midsize car,3,16.0,23.0,18.0,3,No
388,INFINITI Q70 Hybrid,3.5,6.0,SemiAuto-7,2WD,Gasoline,midsize car,3,28.0,33.0,30.0,7,Yes
389,INFINITI QX30,2.0,4.0,AutoMan-7,2WD,Gasoline,small car,3,24.0,33.0,27.0,6,No
390,INFINITI QX30,2.0,4.0,AutoMan-7,4WD,Gasoline,small car,3,21.0,30.0,25.0,5,No
391,JAGUAR F-Pace,2.0,4.0,SemiAuto-8,4WD,Diesel,small SUV,1,26.0,33.0,29.0,5,No
392,JAGUAR F-Pace,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,22.0,27.0,24.0,5,No
393,JAGUAR F-Pace,3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,7,18.0,23.0,20.0,4,No
394,JAGUAR F-Type Convertible,3.0,6.0,Man-6,2WD,Gasoline,small car,7,16.0,24.0,19.0,3,No
395,JAGUAR F-Type Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,7,20.0,28.0,23.0,5,No
396,JAGUAR F-Type Coupe,3.0,6.0,Man-6,2WD,Gasoline,small car,7,16.0,24.0,19.0,3,No
397,JAGUAR F-Type Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,7,20.0,28.0,23.0,5,No
398,JAGUAR F-Type R Convertible,5.0,8.0,SemiAuto-8,4WD,Gasoline,small car,3,15.0,23.0,18.0,3,No
399,JAGUAR F-Type R Coupe,5.0,8.0,SemiAuto-8,4WD,Gasoline,small car,3,15.0,23.0,18.0,3,No
400,JAGUAR F-Type S Convertible,3.0,6.0,Man-6,2WD,Gasoline,small car,7,15.0,24.0,18.0,3,No
401,JAGUAR F-Type S Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,7,19.0,27.0,22.0,4,No
402,JAGUAR F-Type S Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,7,18.0,26.0,21.0,4,No
403,JAGUAR F-Type S Coupe,3.0,6.0,Man-6,2WD,Gasoline,small car,7,15.0,24.0,18.0,3,No
404,JAGUAR F-Type S Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,7,19.0,27.0,22.0,4,No
405,JAGUAR F-Type S Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,7,18.0,26.0,21.0,4,No
406,JAGUAR XE,2.0,4.0,SemiAuto-8,2WD,Diesel,small car,1,32.0,42.0,36.0,7,No
407,JAGUAR XE,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25.0,34.0,28.0,6,No
408,JAGUAR XE,2.0,4.0,SemiAuto-8,4WD,Diesel,small car,1,30.0,40.0,34.0,7,No
409,JAGUAR XE,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,24.0,34.0,28.0,6,No
410,JAGUAR XE,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,7,21.0,30.0,24.0,5,No
411,JAGUAR XE,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,7,20.0,29.0,23.0,5,No
412,JAGUAR XF,2.0,4.0,SemiAuto-8,2WD,Diesel,midsize car,1,31.0,42.0,35.0,7,No
413,JAGUAR XF,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,25.0,34.0,28.0,6,No
414,JAGUAR XF,2.0,4.0,SemiAuto-8,4WD,Diesel,midsize car,1,30.0,40.0,34.0,7,No
415,JAGUAR XF,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,23.0,33.0,27.0,6,No
416,JAGUAR XF,3.0,6.0,SemiAuto-8,2WD,Gasoline,midsize car,7,20.0,29.0,23.0,5,No
417,JAGUAR XF,3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,7,20.0,28.0,23.0,5,No
418,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gasoline,small SUV,7,21.0,30.0,25.0,5,No
419,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gasoline,small SUV,3,21.0,28.0,23.0,5,No
420,JEEP Cherokee,3.2,6.0,Auto-9,2WD,Gasoline,small SUV,3,21.0,29.0,24.0,5,No
421,JEEP Cherokee,3.2,6.0,Auto-9,4WD,Gasoline,small SUV,3,20.0,27.0,23.0,5,No
422,JEEP Cherokee 4x4 Active Drive II,2.4,4.0,Auto-9,4WD,Gasoline,small SUV,7,21.0,27.0,23.0,5,No
423,JEEP Cherokee 4x4 Active Drive II,2.4,4.0,Auto-9,4WD,Gasoline,small SUV,1,21.0,27.0,23.0,5,No
424,JEEP Cherokee 4x4 Active Drive II,3.2,6.0,Auto-9,4WD,Gasoline,small SUV,3,18.0,26.0,21.0,4,No
425,JEEP Cherokee Trailhawk,2.4,4.0,Auto-9,4WD,Gasoline,small SUV,7,19.0,25.0,22.0,4,No
426,JEEP Cherokee Trailhawk,2.4,4.0,Auto-9,4WD,Gasoline,small SUV,1,19.0,25.0,22.0,4,No
427,JEEP Cherokee Trailhawk,3.2,6.0,Auto-9,4WD,Gasoline,small SUV,3,18.0,24.0,21.0,4,No
428,JEEP Compass,2.4,4.0,Auto-6,2WD,Gasoline,small SUV,7,22.0,31.0,25.0,5,No
429,JEEP Compass,2.4,4.0,Auto-9,4WD,Gasoline,small SUV,7,22.0,30.0,25.0,5,No
430,JEEP Compass,2.4,4.0,Man-6,2WD,Gasoline,small SUV,3,23.0,32.0,26.0,5,No
431,JEEP Compass,2.4,4.0,Man-6,4WD,Gasoline,small SUV,3,22.0,31.0,25.0,5,No
432,JEEP Grand Cherokee,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5,19.0,26.0,21.0,4,No
433,JEEP Grand Cherokee,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5,18.0,25.0,21.0,4,No
434,JEEP Grand Cherokee,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3,14.0,22.0,17.0,3,No
435,JEEP Grand Cherokee SRT,6.4,8.0,Auto-8,4WD,Gasoline,standard SUV,1,13.0,19.0,15.0,2,No
436,KIA Forte,2.0,4.0,Man-6,2WD,Gasoline,midsize car,5,25.0,34.0,28.0,6,No
437,KIA Forte,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,29.0,37.0,32.0,7,Yes
438,KIA Forte,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,5,29.0,37.0,32.0,7,Yes
439,KIA Forte,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,25.0,33.0,28.0,6,No
440,KIA Forte,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,3,25.0,33.0,28.0,6,No
441,KIA Forte5,1.6,4.0,AutoMan-7,2WD,Gasoline,large car,3,25.0,30.0,27.0,6,No
442,KIA Forte5,1.6,4.0,Man-6,2WD,Gasoline,large car,3,23.0,29.0,25.0,5,No
443,KIA Forte5,2.0,4.0,SemiAuto-6,2WD,Gasoline,large car,3,25.0,34.0,28.0,6,No
444,KIA Optima,1.6,4.0,AutoMan-7,2WD,Gasoline,large car,3,28.0,37.0,31.0,7,Yes
445,KIA Optima,2.0,4.0,SemiAuto-6,2WD,Gasoline,large car,3,22.0,31.0,25.0,5,No
446,KIA Optima,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,7,24.0,34.0,28.0,6,No
447,KIA Optima,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,5,24.0,34.0,28.0,6,No
448,KIA Optima FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,7,25.0,36.0,29.0,6,No
449,KIA Optima FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,5,25.0,36.0,29.0,6,No
450,KIA Rio,1.6,4.0,Man-6,2WD,Gasoline,small car,3,29.0,37.0,32.0,7,Yes
451,KIA Rio,1.6,4.0,SemiAuto-6,2WD,Gasoline,small car,3,28.0,37.0,32.0,7,Yes
452,KIA Sedona,3.3,6.0,SemiAuto-6,2WD,Gasoline,minivan,3,18.0,24.0,20.0,4,No
453,KIA Sedona SX,3.3,6.0,SemiAuto-6,2WD,Gasoline,minivan,3,18.0,25.0,21.0,4,No
454,KIA Sedona SXL,3.3,6.0,SemiAuto-6,2WD,Gasoline,minivan,3,17.0,22.0,19.0,3,No
455,KIA Sorento,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,20.0,27.0,23.0,5,No
456,KIA Sorento,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,19.0,25.0,22.0,4,No
457,KIA Sorento,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5,21.0,28.0,24.0,5,No
458,KIA Sorento,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5,21.0,25.0,22.0,4,No
